project_district,project_type,budget_amount,estimated_cost,actual_cost
25,SCA CIP,101520,84848,15713
25,SCA CIP,1903500,1745942,14230
25,SCA CIP,118440,8772,8772
25,DOE- RESOA,50000,50000,0
25,DOE - Skilled Trades,DOES,108650,108650
25,DIIT - RESOA,35000,34738,34738
25,DIIT - RESOA,125000,124059,124059
25,SCA Capacity,876680,853919,853794
25,SCA Capacity,3287550,3288502,2712460
25,SCA Capacity,49313250,48906555,44983687
25,SCA Capacity,6455930,7798926,6747967
25,SCA CIP RESOA,0,0,0
25,SCA CIP RESOA,6000,6000,0
25,SCA CIP RESOA,88000,88000,0
25,SCA CIP RESOA,6000,6000,0
25,DOE- RESOA,268694,105965,105965
25,DOE- RESOA,80000,95792,95792
25,DOE - Skilled Trades,DOES,107188,107188
25,DIIT - RESOA,35000,34736,34736
25,DOE- RESOA,225000,225000,0
25,DIIT - RESOA,100000,100000,99247
25,DIIT - RESOA,150000,148394,148394
25,DOE - Skilled Trades,DOES,56911,0
25,Trust For Public Lan,12500,12500,0
25,Trust For Public Lan,50000,50000,0
25,Trust For Public Lan,150000,150000,0
25,Trust For Public Lan,37500,37500,0
25,SCA CIP RESOA,0,11585,11585
25,SCA CIP RESOA,24000,50098,42364
25,SCA CIP RESOA,352000,274543,2214
25,SCA CIP RESOA,24000,25873,5149
25,DIIT - RESOA,35000,34738,34738
25,DIIT - RESOA,85000,84362,84362
25,DIIT - RESOA,50000,49622,49622
25,DOE - Skilled Trades,DOES,170000,1589
25,SCA CIP,84477,46640,46640
25,SCA CIP,337908,209873,194436
25,SCA CIP,6335775,5760518,3974375
25,SCA CIP,394226,328313,304846
25,DIIT - RESOA,35000,34733,34733
25,DIIT - RESOA,35000,34738,34738
25,SCA CIP,8961,916,916
25,SCA CIP,32856,32856,3662
25,SCA CIP,347975,347975,0
25,SCA CIP,142719,142719,259
25,SCA IEH,IEH,41827,3750
25,SCA CIP RESOA,0,7378,997
25,SCA CIP RESOA,29702,46701,43493
25,SCA CIP RESOA,435634,402800,280682
25,SCA CIP RESOA,45527,61145,54693
25,SCA CIP RESOA,0,38361,38361
25,SCA CIP RESOA,5100,1229,1229
25,SCA CIP RESOA,74800,93500,0
25,SCA CIP RESOA,52046,46946,46946
25,DIIT - RESOA,150000,148875,148875
25,DIIT - RESOA,35000,34738,34738
25,DOE- RESOA,60705,60705,0
25,DOE - Skilled Trades,DOES,177407,177407
25,Trust For Public Lan,30000,30000,30000
25,Trust For Public Lan,120000,120000,120000
25,Trust For Public Lan,360000,360000,200000
25,Trust For Public Lan,90000,90000,0
25,SCA CIP,22110,14987,14590
25,SCA CIP,81070,67885,67885
25,SCA CIP,858605,842473,789130
25,SCA CIP,198990,117614,99200
20,DIIT - Project Conne,DIIT,559710,0
20,SCA CIP RESOA,0,0,0
20,SCA CIP RESOA,12000,12000,0
20,SCA CIP RESOA,176000,176000,0
20,SCA CIP RESOA,12000,12000,0
20,SCA CIP RESOA,0,0,0
20,SCA CIP RESOA,6000,6000,0
20,SCA CIP RESOA,88000,88000,0
20,SCA CIP RESOA,6000,6000,0
20,SCA IEH,IEH,81816,6928
20,DIIT - RESOA,35000,34738,34738
20,DIIT - RESOA,35000,34736,34736
20,SCA IEH,IEH,5522,522
20,SCA IEH,IEH,141021,4760
20,SCA IEH,IEH,293885,1056
20,SCA Furniture & Equi,100000,100000,100000
20,DOE- RESOA,95271,95271,84703
20,SCA CIP RESOA,0,0,0
20,SCA CIP RESOA,9000,9000,0
20,SCA CIP RESOA,132000,132000,0
20,SCA CIP RESOA,9000,9000,0
20,SCA IEH,IEH,4200,0
20,DIIT - Project Conne,DIIT,263957,0
20,DOE - Skilled Trades,DOES,41941,4190
20,SCA CIP,92522,91852,91852
20,SCA CIP,362276,331253,275990
20,SCA CIP,6091620,7246239,5386016
20,SCA CIP,533313,728410,672952
20,SCA Furniture & Equi,104000,104000,103795
20,SCA CIP,106685,60960,54460
20,SCA CIP,417759,417759,217585
20,SCA CIP,7026987,7026987,28176
20,SCA CIP,614612,614612,14348
20,SCA IEH,IEH,41483,1976
20,DIIT - Project Conne,DIIT,29437,0
20,SCA CIP,415654,311790,311149
20,SCA CIP,1454789,1349161,1061231
20,SCA CIP,23588364,26150722,21981472
20,SCA CIP,1662617,1636492,1488776
20,SCA CIP RESOA,0,0,0
20,SCA CIP RESOA,60000,60000,0
20,SCA CIP RESOA,880000,880000,0
20,SCA CIP RESOA,60000,60000,0
20,SCA IEH,IEH,10838,1338
20,SCA IEH,IEH,0,0
20,DIIT - Project Conne,DIIT,52048,0
20,SCA CIP,43870,43870,0
20,SCA CIP,175479,175479,2
20,SCA CIP,3290224,3290224,0
20,SCA CIP,204725,204725,0
20,DIIT - RESOA,50000,49388,49388
20,DOE - Lead Paint,DOEL,500,0
20,SCA CIP RESOA,0,0,0
20,SCA CIP RESOA,30000,30000,0
20,SCA CIP RESOA,440000,440000,0
20,SCA CIP RESOA,30000,30000,0
20,SCA IEH,IEH,71238,2467
20,SCA IEH,IEH,97198,3114
20,DOE- RESOA,223614,223614,223614
20,DOE - Skilled Trades,DOES,54115,54115
20,SCA CIP,18270,28401,28401
20,SCA CIP,73080,190097,172186
20,SCA CIP,1370250,1285281,28401
20,SCA CIP,85260,40363,40157
20,DOE - Skilled Trades,DOES,157894,7882
20,SCA CIP,90167,48162,46438
20,SCA CIP,343740,343740,87930
20,SCA CIP,4925561,4925561,24178
20,SCA CIP,640889,640889,5593
20,SCA CIP RESOA,0,0,0
20,SCA CIP RESOA,6000,6000,0
20,SCA CIP RESOA,88000,88000,0
20,SCA CIP RESOA,6000,6000,0
20,SCA IEH,IEH,72460,10174
20,SCA IEH,IEH,38228,3484
20,DIIT - Project Conne,DIIT,29171,0
20,SCA CIP RESOA,0,0,0
20,SCA CIP RESOA,12000,12000,0
20,SCA CIP RESOA,176000,176000,0
20,SCA CIP RESOA,12000,12000,0
20,SCA CIP RESOA,0,0,0
20,SCA CIP RESOA,24000,24000,0
20,SCA CIP RESOA,352000,352000,0
20,SCA CIP RESOA,24000,24000,0
20,DIIT - RESOA,100000,99247,99247
20,DIIT - RESOA,100000,99239,99239
20,DOE- RESOA,175000,47681,47681
20,DOE - Skilled Trades,DOES,170000,1710
20,SCA CIP,161791,195138,192473
20,SCA CIP,647159,345958,282023
20,SCA CIP,12134250,11175040,9589367
20,SCA CIP,755020,454362,452490
20,SCA CIP,101370,72811,68354
20,SCA CIP,405480,183465,183465
20,SCA CIP,7602751,6970267,17413
20,SCA CIP,473060,24913,24913
20,DOE - Skilled Trades,DOES,33135,33135
20,DIIT - Project Conne,DIIT,189121,0
20,SCA CIP,86501,64454,64454
20,SCA CIP,338035,270804,216850
20,SCA CIP,5623118,5144739,130761
20,SCA CIP,507239,41145,41145
20,SCA CIP RESOA,0,37265,36152
20,SCA CIP RESOA,90000,59645,59645
20,SCA CIP RESOA,1320000,1320000,5289
20,SCA CIP RESOA,90000,90000,18912
20,SCA CIP RESOA,0,0,0
20,SCA CIP RESOA,9000,9000,0
20,SCA CIP RESOA,132000,132000,0
20,SCA CIP RESOA,9000,9000,0
20,DIIT - Project Conne,DIIT,160686,0
20,DIIT - Project Conne,DIIT,160686,0
20,DIIT - RESOA,100000,99250,99250
20,DOE - Skilled Trades,DOES,196686,108330
20,DOE - Skilled Trades,DOES,61881,24543
20,SCA CIP,132045,123496,118350
20,SCA CIP,528180,462841,359370
20,SCA CIP,9903375,9050651,526361
20,SCA CIP,616210,74953,74012
20,SCA IEH,IEH,62,62
25,SCA CIP,34462,41970,41970
25,SCA CIP,137848,104225,104225
25,SCA CIP,2584657,2584657,17932
25,SCA CIP,160823,160823,7430
25,SCA CIP RESOA,0,12487,12487
25,SCA CIP RESOA,30000,17513,6296
25,SCA CIP RESOA,440000,440000,2276
25,SCA CIP RESOA,30000,30000,4159
25,DIIT - RESOA,35000,34735,34735
25,SCA CIP,101926,70223,70223
25,SCA CIP,407700,215129,196095
25,SCA CIP,7644376,7061531,3621328
25,SCA CIP,475650,264378,204575
25,SCA CIP RESOA,0,18428,18428
25,SCA CIP RESOA,33000,97035,56
25,SCA CIP RESOA,484000,1693457,11380
25,SCA CIP RESOA,33000,115463,1146
25,SCA IEH,IEH,164699,11068
25,SCA IEH,IEH,303721,4316
25,SCA IEH,IEH,1774,1274
25,DIIT - RESOA,35000,34735,34735
25,SCA CIP RESOA,0,0,0
25,SCA CIP RESOA,12000,12000,0
25,SCA CIP RESOA,176000,176000,0
25,SCA CIP RESOA,12000,12000,0
25,SCA Furniture & Equi,217685,217685,217685
25,DIIT - RESOA,35000,34738,34738
25,DIIT - RESOA,182315,179592,179592
25,DOE- RESOA,106306,89856,89856
25,DIIT - RESOA,35000,34733,34733
25,DIIT - RESOA,35000,34738,34738
25,DIIT - RESOA,35000,34736,34736
25,SCA CIP,124408,70097,69420
25,SCA CIP,482553,345901,345817
25,SCA CIP,7694565,7003151,4547810
25,SCA CIP,776589,158809,137487
25,SCA CIP RESOA,0,12111,1240
25,SCA CIP RESOA,21721,6039,4956
25,SCA CIP RESOA,318578,318578,0
25,SCA CIP RESOA,21721,21721,1168
25,SCA CIP RESOA,0,6552,787
25,SCA CIP RESOA,6000,3213,3213
25,SCA CIP RESOA,88000,88000,0
25,SCA CIP RESOA,6000,6000,2221
25,DOE- RESOA,55213,53247,53247
25,SCA CIP,32861,20707,20707
25,SCA CIP,127969,194000,164028
25,SCA CIP,2087286,1960557,869411
25,SCA CIP,198565,100820,77114
25,SCA CIP,78029,78029,347
25,SCA CIP,312116,312116,1388
25,SCA CIP,5852172,5852172,0
25,SCA CIP,364135,364135,71
25,SCA CIP RESOA,0,28368,28368
25,SCA CIP RESOA,21000,46147,46147
25,SCA CIP RESOA,308000,308000,887
25,SCA CIP RESOA,21000,21000,5063
25,SCA IEH,IEH,43249,4984
25,SCA IEH,IEH,0,0
25,SCA CIP RESOA,0,13851,1192
25,SCA CIP RESOA,48900,4769,4769
25,SCA CIP RESOA,717200,717200,228
25,SCA CIP RESOA,48900,48900,4147
25,SCA CIP RESOA,0,0,0
25,SCA CIP RESOA,6000,6000,0
25,SCA CIP RESOA,88000,88000,0
25,SCA CIP RESOA,6000,6000,0
25,SCA IEH,IEH,129030,78197
25,SCA IEH,IEH,73087,5976
25,DIIT - RESOA,100000,99246,99246
25,SCA CIP RESOA,0,8521,8521
25,SCA CIP RESOA,23474,33230,29509
25,SCA CIP RESOA,344289,322593,278430
25,SCA CIP RESOA,23474,34923,17274
25,SCA CIP RESOA,PNB,0,0
25,SCA CIP RESOA,PNB,0,0
25,SCA CIP RESOA,PNB,0,0
25,SCA Lease Site Impro,499675,392940,384401
25,SCA Lease Site Impro,1598960,1380213,1048892
25,SCA Lease Site Impro,22425414,22672358,20482435
25,SCA Lease Site Impro,3157946,2162381,1185442
25,SCA CIP,12949,3653,3653
25,SCA CIP,47481,47481,14614
25,SCA CIP,502869,502869,0
25,SCA CIP,183517,183517,744
25,SCA CIP,82803,82803,0
25,SCA CIP,331211,331211,0
25,SCA CIP,6210203,6210203,0
25,SCA CIP,386413,386413,0
25,SCA CIP RESOA,0,0,0
25,SCA CIP RESOA,9000,9000,0
25,SCA CIP RESOA,132000,132000,0
25,SCA CIP RESOA,9000,9000,0
25,DOE- RESOA,142067,142067,142067
25,SCA CIP,201422,201422,1
25,SCA CIP,805687,805687,3
25,SCA CIP,15106643,15106643,0
25,SCA CIP,939969,939969,0
25,SCA CIP RESOA,0,0,0
25,SCA CIP RESOA,6000,6000,0
25,SCA CIP RESOA,88000,88000,0
25,SCA CIP RESOA,6000,6000,0
25,SCA IEH,IEH,23954,2166
25,DIIT - RESOA,75000,74436,74436
25,DIIT - RESOA,75000,74438,74438
25,DIIT - RESOA,100000,99246,99246
25,DOE- RESOA,54080,54080,0
25,DOE - Skilled Trades,DOES,352779,352779
25,DIIT - RESOA,70000,69468,69468
25,SCA CIP RESOA,0,2245,2245
25,SCA CIP RESOA,18000,15755,8980
25,SCA CIP RESOA,264000,264000,0
25,SCA CIP RESOA,18000,18000,71
25,DIIT - PBX Telephone,DIIX,328506,328506
25,DOE- RESOA,72506,72506,0
25,DOE - Skilled Trades,DOES,115831,8121
25,SCA CIP RESOA,0,0,0
25,SCA CIP RESOA,12000,12000,0
25,SCA CIP RESOA,176000,176000,0
25,SCA CIP RESOA,12000,12000,0
26,SCA CIP,25495,25495,0
26,SCA CIP,93482,93482,0
26,SCA CIP,990060,990060,0
26,SCA CIP,229456,229456,0
20,DOE- RESOA,35000,13048,13048
20,SCA CIP,79350,89465,76943
20,SCA CIP,317400,191917,187390
20,SCA CIP,5951250,5458290,2396626
20,SCA CIP,370300,140224,134849
20,SCA CIP,137244,362840,362840
20,SCA CIP,548977,1504840,1491540
20,SCA CIP,10293319,10293319,21506
20,SCA CIP,640473,640473,30605
20,SCA CIP RESOA,0,8489,8489
20,SCA CIP RESOA,12000,28329,17853
20,SCA CIP RESOA,176000,176000,4875
20,SCA CIP RESOA,12000,12000,3594
20,DIIT - Project Conne,DIIT,285800,0
20,SCA CIP,65925,29520,29520
20,SCA CIP,263700,379298,284269
20,SCA CIP,4944375,4485614,614426
20,SCA CIP,307650,221069,220874
20,SCA CIP,381649,233126,218006
20,SCA CIP,1520415,145901,145901
20,SCA CIP,22093919,24920454,87518
20,SCA CIP,1861386,9847,9418
20,SCA CIP RESOA,0,66052,66052
20,SCA CIP RESOA,288720,150479,146669
20,SCA CIP RESOA,4234560,3599147,25090
20,SCA CIP RESOA,288720,30523,30523
20,SCA IEH,IEH,11631,1631
20,SCA IEH,IEH,76212,1320
20,SCA Furniture & Equi,76000,76000,76000
20,SCA IEH,IEH,6900,0
20,DOE- RESOA,165030,165030,165030
20,SCA Furniture & Equi,76000,76000,76000
20,PRE-K,690925,486536,482593
20,PRE-K,2210960,2313082,1269802
20,PRE-K,31008714,29326862,25441194
20,PRE-K,4366646,2901698,1549642
20,PRE-K,622050,467705,450042
20,PRE-K,1990560,1873774,1735433
20,PRE-K,27917604,28068537,26165555
20,PRE-K,3931356,2914506,2353362
20,SCA Furniture & Equi,190000,190000,0
20,SCA Capacity,2318675,839189,787066
20,SCA Capacity,7419760,3378957,3083117
20,SCA Capacity,104062134,94500391,3049134
20,SCA Capacity,14654026,5073355,401868
20,SCA IEH,IEH,11387,1076
20,SCA IEH,IEH,44356,1622
20,SCA Furniture & Equi,228000,228000,228000
20,PRE-K,51776,64975,64975
20,PRE-K,165684,152768,152768
20,PRE-K,2323718,62598,47115
20,PRE-K,433996,115995,115275
20,SCA IEH,IEH,11056,0
20,DIIT - Project Conne,DIIT,208842,0
20,SCA CIP,43408,10771,10771
20,SCA CIP,173632,43085,43085
20,SCA CIP,2572829,2893864,0
20,SCA CIP,202570,3750,3607
20,DOE - Skilled Trades,DOES,75150,3750
21,SCA CIP RESOA,0,10561,10561
21,SCA CIP RESOA,9600,18747,55
21,SCA CIP RESOA,140800,429850,0
21,SCA CIP RESOA,9600,29308,25
21,SCA Furniture & Equi,250000,250000,250000
21,DOE- RESOA,200000,200000,0
21,SCA CIP RESOA,0,0,0
21,SCA CIP RESOA,4800,4800,0
21,SCA CIP RESOA,70400,70400,0
21,SCA CIP RESOA,4800,4800,0
21,DOE - Skilled Trades,DOES,508,456
21,SCA CIP,82528,151955,148528
21,SCA CIP,322525,408826,309908
21,SCA CIP,5366230,7302167,4799699
21,SCA CIP,483787,671567,573746
21,SCA CIP RESOA,0,14619,1574
21,SCA CIP RESOA,41040,26421,6297
21,SCA CIP RESOA,601920,601920,2836
21,SCA CIP RESOA,41040,41040,3469
21,SCA CIP RESOA,PNB,0,0
21,SCA CIP RESOA,PNB,0,0
21,SCA CIP RESOA,PNB,0,0
21,SCA CIP RESOA,PNB,0,0
21,SCA CIP RESOA,PNB,0,0
21,SCA CIP RESOA,PNB,0,0
21,SCA CIP RESOA,PNB,0,0
21,SCA CIP RESOA,PNB,0,0
21,SCA IEH,IEH,12089,3076
21,SCA IEH,IEH,15532,1970
21,DOE - Lead Paint,DOEL,500,0
21,SCA CIP RESOA,0,18616,4759
21,SCA CIP RESOA,50820,62010,56454
21,SCA CIP RESOA,745356,462398,253395
21,SCA CIP RESOA,55546,55541,52629
21,SCA IEH,IEH,164,164
21,DIIT - RESOA,125000,124273,124273
21,DIIT - RESOA,50000,49625,49625
21,DOE - Skilled Trades,DOES,592000,160218
21,SCA Capacity,1220080,573475,543959
21,SCA Capacity,3904256,3904256,540109
21,SCA Capacity,54757192,54757192,75054
21,SCA Capacity,7710906,7710906,109949
21,SCA CIP,9270,19894,681
21,SCA CIP,33990,31541,2721
21,SCA CIP,359985,359985,1586
21,SCA CIP,83430,83430,31649
21,SCA CIP,85998,1148,1148
21,SCA CIP,343992,343992,4594
21,SCA CIP,6449857,6449857,0
21,SCA CIP,401324,401324,950
21,SCA CIP,24029,48,48
21,SCA CIP,88108,88108,191
21,SCA CIP,933143,933143,0
21,SCA CIP,216265,216265,364
21,SCA Emergency Lighti,720,1448,1448
21,SCA Emergency Lighti,2600,23870,23870
21,SCA Emergency Lighti,77000,88645,53856
21,SCA Emergency Lighti,12240,47683,45849
21,DIIT - Project Conne,DIIT,263220,0
21,SCA IEH,IEH,57567,2384
21,DIIT - RESOA,50000,49388,49388
21,DOE - Lead Paint,DOEL,578,578
21,DOE - Lead Paint,DOEL,82763,82763
21,SCA CIP RESOA,0,0,0
21,SCA CIP RESOA,9000,9000,0
21,SCA CIP RESOA,132000,132000,0
21,SCA CIP RESOA,9000,9000,0
26,SCA CIP RESOA,0,6646,6646
26,SCA CIP RESOA,37028,26765,26582
26,SCA CIP RESOA,543076,572817,502900
26,SCA CIP RESOA,37028,56037,54672
26,SCA CIP RESOA,0,0,0
26,SCA CIP RESOA,30000,30000,0
26,SCA CIP RESOA,440000,440000,0
26,SCA CIP RESOA,30000,30000,0
26,SCA CIP,226470,129390,129390
26,SCA CIP,898205,526869,429482
26,SCA CIP,16151973,14655345,1569849
26,SCA CIP,1156717,237515,203836
26,SCA CIP RESOA,PNB,0,0
26,SCA CIP RESOA,PNB,0,0
26,SCA CIP RESOA,PNB,0,0
26,SCA CIP RESOA,PNB,0,0
26,DOE- RESOA,50000,260857,260857
26,SCA CIP RESOA,0,11922,5386
26,SCA CIP RESOA,58200,46278,3656
26,SCA CIP RESOA,853600,853600,21330
26,SCA CIP RESOA,58200,58200,2175
26,SCA IEH,IEH,20944,2258
26,DIIT - PBX Telephone,DIIX,152369,152369
26,Trust For Public Lan,37500,37500,0
26,Trust For Public Lan,112500,112500,0
26,Trust For Public Lan,375000,375000,0
26,Trust For Public Lan,101250,101250,0
26,SCA CIP,17598,87249,87050
26,SCA CIP,70391,78791,77274
26,SCA CIP,1319832,1319832,13178
26,SCA CIP,82123,82123,18231
26,DOE - Skilled Trades,DOES,62818,62818
26,DOE - Skilled Trades,DOES,17268,17268
26,DIIT - RESOA,50000,49624,49624
26,SCA IEH,IEH,89165,6176
26,DIIT - RESOA,35000,34738,34738
26,DIIT - RESOA,65000,64512,64512
26,DOE - Skilled Trades,DOES,170000,790
26,SCA CIP,83160,63606,63606
26,SCA CIP,332640,257224,255791
26,SCA CIP,6237000,6141064,4539715
26,SCA CIP,388080,332646,284183
26,SCA CIP,74250,152715,138531
26,SCA CIP,297000,348509,284693
26,SCA CIP,5568750,5164673,659090
26,SCA CIP,346500,88640,78052
26,DIIT - RESOA,100000,99200,99200
26,DOE - Skilled Trades,DOES,134832,134832
26,SCA CIP,6808,1214,1214
26,SCA CIP,24964,24964,4857
26,SCA CIP,264390,264390,0
26,SCA CIP,110095,110095,1474
26,SCA IEH,IEH,82244,7762
26,DIIT - RESOA,35000,34735,34735
26,DIIT - RESOA,35000,34738,34738
26,DOE - Skilled Trades,DOES,562,504
26,SCA CIP RESOA,0,68557,44625
26,SCA CIP RESOA,169500,83572,83572
26,SCA CIP RESOA,2486000,2486000,8900
26,SCA CIP RESOA,169500,169500,3232
26,SCA CIP RESOA,0,18647,18647
26,SCA CIP RESOA,81780,74588,74588
26,SCA CIP RESOA,1199440,1199440,5899
26,SCA CIP RESOA,81780,81780,3086
26,DOE- RESOA,100000,100000,0
26,DOE - Skilled Trades,DOES,170000,1589
26,SCA CIP,18720,18720,0
26,SCA CIP,68641,68641,0
26,SCA CIP,726974,726974,0
26,SCA CIP,168483,168483,0
26,SCA IEH,IEH,58185,3834
26,DOE - Lead Paint,DOEL,500,0
26,SCA CIP,129451,145119,142818
26,SCA CIP,517800,464193,412158
26,SCA CIP,9708751,9892329,7793858
26,SCA CIP,604100,893446,825017
26,SCA CIP,86092,67115,63246
26,SCA CIP,344367,187066,187066
26,SCA CIP,6456884,6456884,13097
26,SCA CIP,401762,401762,23184
26,SCA CIP RESOA,0,0,0
26,SCA CIP RESOA,6000,6000,0
26,SCA CIP RESOA,88000,88000,0
26,SCA CIP RESOA,6000,6000,0
26,DIIT - RESOA,100000,99246,99246
26,SCA CIP RESOA,0,0,0
26,SCA CIP RESOA,7500,7500,0
26,SCA CIP RESOA,110000,110000,0
26,SCA CIP RESOA,7500,7500,0
26,SCA CIP RESOA,0,7813,7813
26,SCA CIP RESOA,15240,7427,1080
26,SCA CIP RESOA,223520,223520,0
26,SCA CIP RESOA,15240,15240,0
26,DIIT - RESOA,35000,34737,34737
26,DOE - Skilled Trades,DOES,170000,1453
26,SCA CIP,122396,85483,85483
26,SCA CIP,480196,393712,375403
26,SCA CIP,8161174,7507540,3459225
26,SCA CIP,693216,337068,266782
26,DIIT - RESOA,100000,100000,99247
26,DOE - Skilled Trades,DOES,170000,1527
26,DIIT - RESOA,35000,34667,34667
26,DIIT - RESOA,100000,99250,99250
26,SCA CIP RESOA,0,7645,7645
26,SCA CIP RESOA,37500,3985,3985
26,SCA CIP RESOA,550000,550000,0
26,SCA CIP RESOA,37500,37500,1820
26,SCA IEH,IEH,9170,1614
26,SCA CIP RESOA,0,10096,10096
26,SCA CIP RESOA,28498,46729,41730
26,SCA CIP RESOA,417971,398713,228404
26,SCA CIP RESOA,28498,45059,44024
26,DIIT - PBX Telephone,DIIX,175097,175097
26,DIIT - Project Conne,DIIT,763829,763829
26,DIIT - RESOA,35000,34738,34738
26,DIIT - RESOA,100000,99246,99246
26,DIIT - RESOA,108000,107186,107186
26,SCA CIP,242316,198941,187995
26,SCA CIP,963320,511582,493033
26,SCA CIP,17528777,15736287,1223200
21,Fast Track Projects,FTK,417159,412856
21,DIIT - Project Conne,DIIT,446510,0
21,DOE - Lead Paint,DOEL,955,955
21,SCA Capacity,1649975,1118524,1118524
21,SCA Capacity,5279920,4057200,2247966
21,SCA Capacity,74050878,67584185,18815635
21,SCA Capacity,10427842,4537932,1244338
21,SCA CIP RESOA,0,0,0
21,SCA CIP RESOA,15000,15000,0
21,SCA CIP RESOA,220000,220000,0
21,SCA CIP RESOA,15000,15000,0
21,SCA CIP,138122,28244,28244
21,SCA CIP,543297,139740,109704
21,SCA CIP,9361869,9361869,7407
21,SCA CIP,764061,764061,9421
21,SCA CIP RESOA,0,0,0
21,SCA CIP RESOA,12000,12000,0
21,SCA CIP RESOA,176000,176000,0
21,SCA CIP RESOA,12000,12000,0
21,DIIT - RESOA,50000,49608,49608
21,DOE - Lead Paint,DOEL,431,431
21,DOE- RESOA,100000,97734,97734
21,SCA CIP,39325,20458,20458
21,SCA CIP,150473,140072,116527
21,SCA CIP,2208335,1974525,36711
21,SCA CIP,272317,35341,35341
21,SCA IEH,IEH,113151,10100
21,SCA IEH,IEH,24099,6762
21,DIIT - RESOA,100000,99250,99250
21,SCA IEH,IEH,177939,3820
21,DOE - Lead Paint,DOEL,500,500
21,SCA CIP RESOA,0,0,0
21,SCA CIP RESOA,9000,9000,0
21,SCA CIP RESOA,132000,132000,0
21,SCA CIP RESOA,9000,9000,0
21,SCA CIP RESOA,0,17469,17469
21,SCA CIP RESOA,5700,6224,6224
21,SCA CIP RESOA,83600,83600,0
21,SCA CIP RESOA,5700,5700,672
21,SCA IEH,IEH,79782,13010
21,DOE - Lead Paint,DOEL,31800,31800
21,DOE - Lead Paint,DOEL,461,461
21,DOE- RESOA,75000,75000,0
21,SCA CIP,217432,212064,212039
21,SCA CIP,862346,959315,875043
21,SCA CIP,15506166,15520361,13989256
21,SCA CIP,1110690,992209,982834
21,SCA Furniture & Equi,460000,460000,0
21,DOE- RESOA,250000,250000,33255
21,SCA IEH,IEH,30800,1806
21,SCA IEH,IEH,570,70
21,SCA IEH,IEH,17123,3810
21,SCA CIP RESOA,0,11489,11489
21,SCA CIP RESOA,9000,4532,4532
21,SCA CIP RESOA,132000,132000,5470
21,SCA CIP RESOA,9000,9000,1938
21,SCA IEH,IEH,44260,5996
21,DOE - Lead Paint,DOEL,475,475
21,DOE - Skilled Trades,DOES,170000,680
21,SCA CIP,187905,87477,87477
21,SCA CIP,751619,150273,149773
21,SCA CIP,14092875,12853464,640387
21,SCA CIP,876890,49557,48627
21,SCA CIP,9600,7175,7175
21,SCA CIP,35199,30231,29110
21,SCA CIP,372794,367493,190167
21,SCA CIP,86399,58414,50952
21,SCA CIP RESOA,0,12897,12897
21,SCA CIP RESOA,26888,41396,40406
21,SCA CIP RESOA,394350,394350,19541
21,SCA CIP RESOA,26888,26888,4916
21,SCA CIP RESOA,0,0,0
21,SCA CIP RESOA,30000,30000,0
21,SCA CIP RESOA,440000,440000,0
21,SCA CIP RESOA,30000,30000,0
21,SCA CIP,91466,91466,0
21,SCA CIP,358250,358250,0
21,SCA CIP,6033769,6033769,0
21,SCA CIP,525833,525833,0
21,SCA CIP RESOA,0,12967,1293
21,SCA CIP RESOA,6000,5174,5174
21,SCA CIP RESOA,88000,88000,0
21,SCA CIP RESOA,6000,6000,1663
21,DIIT - Project Conne,DIIT,251712,0
21,DIIT - RESOA,50000,49625,49625
21,SCA CIP RESOA,0,13161,1663
21,SCA CIP RESOA,64500,51339,6656
21,SCA CIP RESOA,946000,946000,2136
21,SCA CIP RESOA,64500,64500,4243
21,SCA Furniture & Equi,100000,100000,0
21,DIIT - RESOA,50000,49625,49625
21,DOE- RESOA,100000,100000,0
21,DOE - Skilled Trades,DOES,170000,631
21,SCA CIP,130154,118740,118740
21,SCA CIP,520619,543405,489332
21,SCA CIP,9761625,9328837,7918462
21,SCA CIP,607390,590479,584402
21,SCA IEH,IEH,91875,4714
21,DIIT - RESOA,125000,124062,124062
21,DIIT - RESOA,50000,49625,49625
21,DOE - Lead Paint,DOEL,1337,1337
21,DOE - Lead Paint,DOEL,671,671
21,DOE - Skilled Trades,DOES,170000,688
